id;name;minplayers;maxplayers;yearpublished;playingtime;image;game_category;game_mechanic
198773;Codenames: Pictures;2;8;2016;15;198773.jpg;Card Game, Deduction, Party Game, Spies/Secret Agents;Communication Limits, Memory, Push Your Luck, Team-Based Game
92415;Skull;3;6;2011;45;092415.jpg;Bluffing, Card Game, Party Game;Auction/Bidding, Bids As Wagers, Hand Management, Player Elimination
345584;Mindbug: First Contact;2;2;2022;25;345584.png;Card Game, Fantasy;Betting and Bluffing, Hand Management, Take That
373106;Sky Team;2;2;2023;15;373106.jpg;Aviation / Flight;Communication Limits, Cooperative Game, Dice Rolling
350316;Wayfarers of the South Tigris;1;4;2022;90;350316.jpg;Arabian, Exploration, Medieval;Area Majority / Influence, End Game Bonuses, Modular Board, Open Drafting, Set Collection, Solo / Solitaire Game, Tags, Tile Placement, Track Movement, Worker Placement with Dice Workers, Worker Placement, Different Worker Types
204305;Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures;1;8;2016;120;204305.jpg;Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Puzzle, Spies/Secret Agents;Cooperative Game, Narrative Choice / Paragraph, Solo / Solitaire Game, Storytelling
138161;Firefly: The Game;1;4;2013;240;138161.png;Adventure, Exploration, Movies / TV / Radio theme, Science Fiction, Space Exploration, Travel;Area Movement, Dice Rolling, Open Drafting, Pick-up and Deliver, Solo / Solitaire Game, Take That, Trading, Variable Player Powers
128671;Spartacus: A Game of Blood and Treachery;3;4;2012;180;128671.jpg;Ancient, Dice, Fighting, Miniatures, Movies / TV / Radio theme, Negotiation;Auction/Bidding, Betting and Bluffing, Bribery, Dice Rolling, Grid Movement, Hand Management, Movement Points, Sudden Death Ending, Trading, Variable Player Powers
336382;Marvel United: X-Men;1;5;2021;40;336382.jpg;Card Game, Comic Book / Strip, Fighting;Cooperative Game, Hand Management, Modular Board, Solo / Solitaire Game, Team-Based Game, Variable Player Powers
298069;Cubitos;2;4;2021;60;298069.png;Dice, Racing;Catch the Leader, Deck, Bag, and Pool Building, Delayed Purchase, Dice Rolling, Market, Push Your Luck, Race, Re-rolling and Locking, Variable Set-up
186751;Mythic Battles: Pantheon;2;4;2017;90;186751.jpg;Ancient, Card Game, Miniatures, Mythology, Wargame;Area Movement, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Line of Sight, Open Drafting, Player Elimination, Scenario / Mission / Campaign Game, Simulation, Team-Based Game, Variable Player Powers
251658;Sprawlopolis;1;4;2018;20;251658.png;Card Game, City Building, Territory Building;Closed Drafting, Cooperative Game, Hand Management, Layering, Solo / Solitaire Game, Tile Placement
54625;Space Hulk (Third Edition);2;2;2009;60;054625.jpg;Fighting, Miniatures, Science Fiction, Wargame;Action Points, Dice Rolling, Grid Movement, Modular Board, Scenario / Mission / Campaign Game
154809;Nippon;2;4;2015;120;154809.jpg;Economic, Industry / Manufacturing;Area Majority / Influence, Variable Phase Order
40765;Clash of Cultures;2;4;2012;240;040765.jpg;Ancient, City Building, Civilization, Economic, Exploration, Territory Building;Action Points, Area Majority / Influence, Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Tech Trees / Tech Tracks, Trading
170771;Sword & Sorcery;1;5;2017;90;170771.jpg;Adventure, Fantasy, Fighting, Miniatures, Wargame;Action Points, Area Movement, Cooperative Game, Dice Rolling, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers
293141;King of Tokyo: Dark Edition;2;6;2020;30;293141.jpg;Dice, Fighting, Movies / TV / Radio theme, Science Fiction;Dice Rolling, King of the Hill, Open Drafting, Player Elimination, Push Your Luck
229220;Santa Maria;1;4;2017;90;229220.jpg;Civilization, Farming;Dice Rolling, Network and Route Building, Open Drafting, Set Collection, Tile Placement, Variable Player Powers
171;Chess;2;2;1475;0;000171.jpg;Abstract Strategy;Grid Movement, Once-Per-Game Abilities, Pattern Movement, Square Grid, Static Capture, Sudden Death Ending
34219;Biblios;2;4;2007;30;034219.jpg;Card Game, Medieval, Religious;Auction: Turn Order Until Pass, Auction/Bidding, Closed Drafting, Commodity Speculation, Hand Management, Set Collection
262543;Wavelength;2;12;2019;45;262543.png;Party Game;Race, Targeted Clues, Team-Based Game
161614;Stockpile;2;5;2015;45;161614.jpg;Economic;Auction: Fixed Placement, Auction/Bidding, Commodity Speculation, Constrained Bidding, Investment, Market, Open Drafting, Stock Holding, Victory Points as a Resource
55670;Macao;2;4;2009;100;055670.jpg;Dice, Nautical;Action Points, Dice Rolling, Hand Management, Network and Route Building, Open Drafting, Pick-up and Deliver, Set Collection
66188;Fresco;2;4;2010;60;066188.jpg;Renaissance;Action Queue, Grid Movement, Market, Set Collection, Simultaneous Action Selection, Turn Order: Stat-Based, Worker Placement
331106;The Witcher: Old World;1;5;2023;150;331106.jpg;Adventure, Fantasy, Fighting, Miniatures, Novel-based, Travel, Video Game Theme;Card Play Conflict Resolution, Deck, Bag, and Pool Building, Dice Rolling, Events, Hand Management, Increase Value of Unchosen Resources, Narrative Choice / Paragraph, Open Drafting, Pick-up and Deliver, Point to Point Movement, Race, Role Playing, Solo / Solitaire Game, Variable Player Powers, Variable Set-up
243;Advanced Squad Leader;2;2;1985;480;000243.jpg;Wargame, World War II;Critical Hits and Failures, Dice Rolling, Grid Movement, Hexagon Grid, Interrupts, Line of Sight, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Player Powers, Variable Set-up
36932;Claustrophobia;2;2;2009;45;036932.jpg;Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures;Dice Rolling, Grid Movement, Line of Sight, Modular Board, Scenario / Mission / Campaign Game, Variable Player Powers
121;Dune;2;6;1979;180;000121.jpg;Bluffing, Fighting, Negotiation, Novel-based, Political, Science Fiction;Alliances, Area Majority / Influence, Area Movement, Auction/Bidding, Force Commitment, Hand Management, Map Deformation, Team-Based Game, Variable Player Powers
124708;Mice and Mystics;1;4;2012;90;124708.jpg;Adventure, Animals, Exploration, Fantasy, Fighting, Miniatures;Area Movement, Cooperative Game, Dice Rolling, Multiple Maps, Role Playing, Scenario / Mission / Campaign Game, Storytelling, Variable Player Powers
100901;Flash Point: Fire Rescue;2;6;2011;45;100901.jpg;Adventure;Action Points, Cooperative Game, Dice Rolling, Grid Movement, Pick-up and Deliver, Simulation, Solo / Solitaire Game, Square Grid, Variable Player Powers
63628;The Manhattan Project;2;5;2012;120;063628.jpg;Aviation / Flight, Economic, Industry / Manufacturing, World War II;Action Retrieval, Closed Drafting, Race, Take That, Worker Placement, Worker Placement, Different Worker Types
276182;Dead Reckoning;1;4;2022;150;276182.jpg;Exploration, Pirates, Territory Building;Area Majority / Influence, Area Movement, Deck, Bag, and Pool Building, Layering, Modular Board
215341;Thunderstone Quest;2;4;2018;90;215341.jpg;Card Game, Fantasy;Deck, Bag, and Pool Building
151347;Millennium Blades;2;5;2016;120;151347.jpg;Card Game, Real-time;Commodity Speculation, Deck, Bag, and Pool Building, Hand Management, Open Drafting, Real-Time, Set Collection, Simulation, Trading
343905;Boonlake;1;4;2021;160;343905.jpg;American West, Civilization, Economic, Exploration, Farming, Industry / Manufacturing, Territory Building;End Game Bonuses, Follow, Hexagon Grid, Income, Map Addition, Multi-Use Cards, Point to Point Movement, Solo / Solitaire Game, Tile Placement, Track Movement, Variable Set-up
27162;Kingsburg;2;5;2007;90;027162.jpg;City Building, Dice, Fantasy, Medieval;Dice Rolling, Tech Trees / Tech Tracks, Worker Placement with Dice Workers
284742;Honey Buzz;1;4;2020;90;284742.jpg;Animals, Economic;Action Retrieval, Contracts, Grid Movement, Hexagon Grid, Memory, Open Drafting, Pattern Building, Solo / Solitaire Game, Square Grid, Tile Placement, Worker Placement
177478;IKI;2;4;2015;90;177478.png;Medieval;Open Drafting, Ownership, Rondel, Set Collection, Track Movement, Turn Order: Stat-Based
270844;Imperial Settlers: Empires of the North;1;4;2019;90;270844.jpg;Ancient, Card Game, City Building, Civilization, Exploration, Nautical;Hand Management, Take That, Variable Player Powers, Worker Placement
11170;Heroscape Master Set: Rise of the Valkyrie;2;4;2004;90;011170.jpg;Adventure, Fantasy, Fighting, Miniatures, Science Fiction;Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Three Dimensional Movement
66362;Glen More;2;5;2010;70;066362.jpg;City Building, Economic, Farming;Commodity Speculation, Dice Rolling, Set Collection, Tile Placement, Track Movement, Turn Order: Time Track
264241;Mandala;2;2;2019;20;264241.jpg;Abstract Strategy, Card Game;Area Majority / Influence, Hand Management, Open Drafting, Set Collection
156858;Black Orchestra;1;5;2016;90;156858.png;Spies/Secret Agents, World War II;Action Points, Cooperative Game, Dice Rolling, Die Icon Resolution, Hand Management, Pick-up and Deliver, Point to Point Movement, Push Your Luck, Set Collection, Solo / Solitaire Game, Tech Trees / Tech Tracks, Variable Player Powers
192153;Pandemic: Reign of Cthulhu;2;4;2016;40;192153.png;Horror, Novel-based;Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers
18833;Lord of the Rings: The Confrontation;2;2;2005;30;018833.jpg;Adventure, Bluffing, Deduction, Fantasy, Movies / TV / Radio theme, Novel-based;Area Movement, Card Play Conflict Resolution, Hand Management, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers
256730;Pipeline;2;4;2019;120;256730.jpg;Economic, Industry / Manufacturing;Action Drafting, Commodity Speculation, Contracts, End Game Bonuses, Market, Network and Route Building, Tile Placement, Turn Order: Claim Action
96913;Lancaster;2;5;2011;60;096913.jpg;Medieval;Area Majority / Influence, Auction/Bidding, Voting, Worker Placement, Worker Placement, Different Worker Types
150;PitchCar;2;8;1995;30;000150.jpg;Action / Dexterity, Children's Game, Party Game, Racing, Sports;Flicking, Modular Board, Race
79828;A Few Acres of Snow;2;2;2011;90;079828.jpg;Age of Reason, American Indian Wars, Card Game, Territory Building, Wargame;Area Majority / Influence, Deck, Bag, and Pool Building, Delayed Purchase, Hand Management, Open Drafting, Point to Point Movement
322708;Descent: Legends of the Dark;1;4;2021;180;322708.png;Adventure, Fantasy, Fighting, Miniatures;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Movement Points, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Square Grid, Variable Player Powers
315767;Cartographers Heroes;1;100;2021;45;315767.png;Fantasy, Territory Building;Bingo, Grid Coverage, Line Drawing, Paper-and-Pencil, Simultaneous Action Selection, Solo / Solitaire Game, Square Grid
62222;Commands & Colors: Napoleonics;2;2;2010;90;062222.jpg;Napoleonic, Wargame;Campaign / Battle Card Driven, Command Cards, Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Simulation
176396;Quadropolis;2;4;2016;60;176396.jpg;City Building, Environmental;Hand Management, Pattern Building, Set Collection, Tile Placement, Worker Placement, Worker Placement, Different Worker Types
274960;Point Salad;2;6;2019;30;274960.png;Card Game;Open Drafting, Set Collection
350933;The Guild of Merchant Explorers;1;4;2022;45;350933.jpg;Adventure, Exploration, Fantasy, Nautical;Bingo, Hexagon Grid, Hidden Victory Points, Line Drawing, Network and Route Building, Pattern Movement
169427;Middara: Unintentional Malum - Act 1;1;4;2019;60;169427.jpg;Adventure, Exploration, Fantasy, Fighting, Miniatures;Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Variable Player Powers
194607;Mystic Vale;2;4;2016;45;194607.png;Card Game, Fantasy;Deck, Bag, and Pool Building, Layering, Push Your Luck
303057;Pan Am;2;4;2020;60;303057.jpg;Aviation / Flight, Economic, Transportation;Auction: Fixed Placement, Auction/Bidding, Connections, Constrained Bidding, Dice Rolling, Events, Income, Stock Holding, Turn Order: Claim Action, Turn Order: Progressive, Worker Placement
295895;Distilled;1;5;2023;150;295895.png;Card Game, Economic, Industry / Manufacturing;Hand Management, Income, Market, Push Your Luck, Set Collection
396790;Nucleum;1;4;2023;150;396790.jpg;Economic, Industry / Manufacturing, Science Fiction;Action Retrieval, Contracts, End Game Bonuses, Hand Management, Income, Market, Network and Route Building, Solo / Solitaire Game, Tech Trees / Tech Tracks, Variable Player Powers
137408;Amerigo;2;4;2013;90;137408.jpg;Nautical, Renaissance;Action Points, Cube Tower, Grid Movement, Modular Board, Tile Placement
247367;Air, Land, & Sea;2;2;2019;30;247367.jpg;Card Game, Print & Play, Wargame, World War II;Card Play Conflict Resolution, Hand Management
158899;Colt Express;2;6;2014;40;158899.jpg;American West, Fighting, Trains;Action Queue, Hand Management, Memory, Programmed Movement, Take That, Turn Order: Progressive, Variable Player Powers
205398;Citadels;2;8;2016;60;205398.jpg;Bluffing, Card Game, City Building, Medieval;Action Drafting, Income, Lose a Turn, Open Drafting, Set Collection, Take That, Turn Order: Role Order, Variable Player Powers, Variable Set-up
233312;Stuffed Fables;2;4;2018;90;233312.jpg;Adventure, Animals, Fantasy, Miniatures;Cooperative Game, Dice Rolling, Role Playing, Roll / Spin and Move, Square Grid, Storytelling, Variable Player Powers
269144;Hadara;2;5;2019;60;269144.jpg;City Building, Civilization;End Game Bonuses, Memory, Open Drafting, Set Collection, Simultaneous Action Selection
284189;Foundations of Rome;2;4;2022;90;284189.jpg;Ancient, City Building, Economic;Auction: Dutch, Income, Market, Ownership, Square Grid, Tile Placement
144189;Fire in the Lake;1;4;2014;180;144189.png;Civil War, Modern Warfare, Political, Vietnam War, Wargame;Area Majority / Influence, Dice Rolling, Simulation, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers
25417;BattleLore;2;2;2006;60;025417.jpg;Fantasy, Medieval, Miniatures, Wargame;Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Variable Player Powers
12942;No Thanks!;3;7;2004;20;012942.jpg;Card Game;Auction/Bidding, Closed Economy Auction, Increase Value of Unchosen Resources, Push Your Luck, Set Collection
292375;The Great Wall;1;4;2021;180;292375.jpg;Economic, Fantasy, Territory Building;Area Majority / Influence, Command Cards, Cooperative Game, Income, Investment, Secret Unit Deployment, Solo / Solitaire Game, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types
150658;Pandemic: The Cure;2;5;2014;30;150658.jpg;Dice, Environmental, Medical;Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Push Your Luck, Re-rolling and Locking, Set Collection, Solo / Solitaire Game, Tags, Variable Player Powers
5404;Amun-Re;3;5;2003;90;005404.jpg;Ancient, Economic;Area Majority / Influence, Auction: Fixed Placement, Auction/Bidding, Constrained Bidding, Score-and-Reset Game
175095;Dawn of the Zeds (Third Edition);1;5;2016;120;175095.jpg;Horror, Wargame, Zombies;Action Points, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Move Through Deck, Point to Point Movement, Ratio / Combat Results Table, Solo / Solitaire Game
256952;Zombie Kidz Evolution;2;4;2018;15;256952.jpg;Children's Game, Fighting, Horror, Zombies;Area Movement, Cooperative Game, Dice Rolling, Legacy Game, Variable Player Powers
311988;Frostpunk: The Board Game;1;4;2022;150;311988.jpg;City Building, Economic, Exploration, Video Game Theme;Cooperative Game, Cube Tower, Events, Modular Board, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers, Worker Placement, Different Worker Types
357563;Akropolis;1;4;2022;30;357563.jpg;Ancient, City Building, Territory Building;Auction: Dutch, End Game Bonuses, Layering, Open Drafting, Pattern Building, Tile Placement
105134;Risk Legacy;3;5;2011;60;105134.jpg;Science Fiction, Wargame;Area Movement, Dice Rolling, Legacy Game, Open Drafting, Player Elimination, Variable Player Powers
478;Citadels;2;8;2000;60;000478.jpg;Bluffing, Card Game, City Building, Deduction, Fantasy, Medieval;Action Drafting, Closed Drafting, Income, Lose a Turn, Set Collection, Take That, Turn Order: Role Order, Variable Player Powers
197376;Charterstone;1;6;2017;75;197376.jpg;City Building, Economic, Medieval;Catch the Leader, Hand Management, Legacy Game, Open Drafting, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Worker Placement
239942;Black Rose Wars;2;4;2019;90;239942.jpg;Bluffing, Card Game, Fantasy, Miniatures, Renaissance;Action Queue, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Deck, Bag, and Pool Building, Hand Management, Modular Board, Variable Player Powers
226522;Exit: The Game - Dead Man on the Orient Express;1;4;2017;120;226522.jpg;Deduction, Murder/Mystery, Puzzle, Real-time;Cooperative Game
216600;Fantastic Factories;1;5;2019;60;216600.png;Card Game, Dice, Industry / Manufacturing;Dice Rolling, Hand Management, Multi-Use Cards, Open Drafting, Push Your Luck, Re-rolling and Locking, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Tags, Worker Placement with Dice Workers
193042;Junk Art;2;6;2016;30;193042.jpg;Action / Dexterity, Party Game;Bingo, Hand Management, I Cut, You Choose, Score-and-Reset Game, Stacking and Balancing
20437;Lords of Vegas;2;4;2010;90;020437.jpg;City Building, Dice, Economic, Negotiation;Area Majority / Influence, Catch the Leader, Dice Rolling, Negotiation, Random Production, Tile Placement, Trading
206480;Imperial Struggle;2;2;2020;240;206480.jpg;Age of Reason, Wargame;Area Majority / Influence, Campaign / Battle Card Driven, Events, Open Drafting, Point to Point Movement, Secret Unit Deployment, Simulation
162082;Deus;2;4;2014;90;162082.png;Civilization, Mythology;Area Majority / Influence, End Game Bonuses, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Network and Route Building, Victory Points as a Resource
157969;Sheriff of Nottingham;3;5;2014;60;157969.jpg;Bluffing, Card Game, Humor, Medieval, Negotiation, Novel-based, Party Game;Betting and Bluffing, Bribery, Hand Management, Negotiation, Open Drafting, Role Playing, Set Collection
15062;Shadows over Camelot;3;7;2005;90;015062.jpg;Adventure, Bluffing, Deduction, Fantasy, Medieval, Mythology;Communication Limits, Cooperative Game, Dice Rolling, Hand Management, Player Elimination, Semi-Cooperative Game, Set Collection, Team-Based Game, Traitor Game, Variable Player Powers
232414;Oceans;2;4;2020;90;232414.jpg;Animals, Card Game, Educational, Environmental, Prehistoric;Hand Management, Hidden Victory Points, Open Drafting, Take That, Victory Points as a Resource
136063;Forbidden Desert;2;5;2013;45;136063.jpg;Adventure, Fantasy, Science Fiction;Action Points, Bias, Cooperative Game, Grid Movement, Hand Management, Map Reduction, Modular Board, Pick-up and Deliver, Set Collection, Solo / Solitaire Game, Square Grid, Variable Player Powers
146791;Shadows of Brimstone: City of the Ancients;1;4;2014;120;146791.jpg;Adventure, American West, Exploration, Fantasy, Fighting, Horror, Miniatures;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers
83330;Mansions of Madness;2;5;2011;180;083330.jpg;Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle;Area Movement, Dice Rolling, Hand Management, Modular Board, Pick-up and Deliver, Role Playing, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers
98778;Hanabi;2;5;2010;25;098778.jpg;Card Game, Deduction, Memory;Communication Limits, Cooperative Game, Hand Management, Memory, Set Collection
17226;Descent: Journeys in the Dark;2;5;2005;240;017226.jpg;Adventure, Exploration, Fantasy, Fighting, Miniatures;Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers
712;Blood Bowl (Third Edition);2;2;1994;180;000712.jpg;Fantasy, Fighting, Miniatures, Sports;Dice Rolling, Grid Movement, Variable Player Powers
43570;Friday;1;1;2011;25;043570.jpg;Adventure, Card Game, Fighting, Novel-based, Pirates, Print & Play;Deck, Bag, and Pool Building, Hand Management, Push Your Luck, Solo / Solitaire Game
11;Bohnanza;2;7;1997;45;000011.jpg;Card Game, Farming, Negotiation;Hand Management, Negotiation, Set Collection, Trading
290236;Canvas;1;5;2021;30;290236.jpg;Card Game, Puzzle;Contracts, Hand Management, Increase Value of Unchosen Resources, Layering, Open Drafting, Set Collection, Solo / Solitaire Game
290359;Undaunted: North Africa;2;2;2020;60;290359.jpg;Wargame, World War II;Command Cards, Deck, Bag, and Pool Building, Dice Rolling, Hexagon Grid, Modular Board, Open Drafting, Simulation
15985;Blood Bowl: Living Rulebook;2;2;2004;120;015985.jpg;Collectible Components, Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports;Dice Rolling, Grid Movement, Variable Player Powers
180974;Potion Explosion;2;4;2015;45;180974.jpg;Fantasy, Puzzle;Pattern Recognition, Set Collection, Take That, Variable Set-up
355093;Woodcraft;1;4;2022;120;355093.jpg;Fantasy, Industry / Manufacturing;Contracts, Dice Rolling, End Game Bonuses, Income, Solo / Solitaire Game
240196;Betrayal Legacy;3;5;2018;90;240196.jpg;Adventure, Exploration, Horror, Miniatures;Cooperative Game, Dice Rolling, Grid Movement, Legacy Game, Modular Board, Player Elimination, Role Playing, Storytelling, Tile Placement, Traitor Game
62227;Labyrinth: The War on Terror, 2001 - ?;1;2;2010;180;062227.jpg;Modern Warfare, Political, Wargame;Action Points, Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Events, Hand Management, Point to Point Movement, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game, Stat Check Resolution, Sudden Death Ending, Tug of War, Variable Player Powers
328565;Caper: Europe;2;2;2022;35;328565.jpg;Card Game;Area Majority / Influence, Closed Drafting, Set Collection, Tug of War
128996;1775: Rebellion;2;4;2013;120;128996.jpg;Age of Reason, American Indian Wars, American Revolutionary War, Wargame;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Team-Based Game, Turn Order: Random, Variable Player Powers
191862;Imhotep;2;4;2016;40;191862.jpg;Ancient, Transportation;Area Majority / Influence, End Game Bonuses, Modular Board, Set Collection, Worker Placement
177639;Raptor;2;2;2015;30;177639.jpg;Animals, Fighting, Science Fiction;Action Points, Action Retrieval, Grid Movement, Hand Management, Modular Board, Simultaneous Action Selection, Take That, Variable Player Powers
338834;MicroMacro: Crime City - Full House;1;4;2021;45;338834.jpg;Deduction, Murder/Mystery;Cooperative Game, Deduction, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Team-Based Game
245654;Railroad Ink: Deep Blue Edition;1;6;2018;30;245654.png;Dice, Trains;Bingo, Connections, Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil, Simultaneous Action Selection, Solo / Solitaire Game
144797;Argent: The Consortium;2;5;2015;150;144797.jpg;Fantasy, Political;Area Majority / Influence, Modular Board, Take That, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types
17405;1846: The Race for the Midwest;3;5;2005;240;017405.jpg;Economic, Trains;Hexagon Grid, Investment, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource
13;CATAN;3;4;1995;120;000013.jpg;Economic, Negotiation;Chaining, Dice Rolling, Hexagon Grid, Income, Modular Board, Negotiation, Network and Route Building, Race, Random Production, Trading, Variable Set-up
367220;Sea Salt & Paper;2;4;2022;45;367220.jpg;Card Game;Closed Drafting, Hand Management, Melding and Splaying, Open Drafting, Push Your Luck, Set Collection
119506;Freedom: The Underground Railroad;1;4;2013;120;119506.jpg;American Civil War, Economic, Educational, Political;Cooperative Game, Pick-up and Deliver, Point to Point Movement, Push Your Luck, Solo / Solitaire Game, Variable Player Powers
262215;Blackout: Hong Kong;1;4;2018;150;262215.jpg;Economic, Exploration;Area Majority / Influence, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Network and Route Building, Open Drafting, Solo / Solitaire Game, Victory Points as a Resource
21790;Thurn and Taxis;2;4;2006;60;021790.jpg;Post-Napoleonic, Transportation;Hand Management, Network and Route Building, Open Drafting, Set Collection
359609;Arkham Horror: The Card Game (Revised Edition);1;4;2021;180;359609.jpg;Adventure, Card Game, Collectible Components, Exploration, Fantasy, Horror, Novel-based;Action Points, Area Movement, Communication Limits, Cooperative Game, Deck Construction, Deck, Bag, and Pool Building, Events, Hand Management, Map Deformation, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers
220;High Society;3;5;1995;30;000220.jpg;Card Game;Auction: Turn Order Until Pass, Auction/Bidding, Constrained Bidding, Hand Management
156009;Port Royal;2;5;2014;50;156009.jpg;Card Game, Economic, Nautical, Pirates;Contracts, Events, Market, Move Through Deck, Open Drafting, Push Your Luck, Race, Set Collection
316412;The LOOP;1;4;2020;60;316412.png;Card Game, Science Fiction;Cooperative Game, Cube Tower, Deck, Bag, and Pool Building, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers, Variable Set-up
318182;Imperium: Legends;1;4;2021;160;318182.jpg;Card Game, Civilization;Deck, Bag, and Pool Building, End Game Bonuses, Hand Management, Market, Move Through Deck, Solo / Solitaire Game, Variable Player Powers, Variable Set-up
97786;Small World Underground;2;5;2011;90;097786.jpg;Fantasy, Fighting, Territory Building;Area Majority / Influence, Area Movement, Dice Rolling, King of the Hill, Variable Player Powers
356033;Libertalia: Winds of Galecrest;1;6;2022;60;356033.jpg;Fantasy, Pirates;Action Queue, Hand Management, Set Collection, Simultaneous Action Selection, Take That, Turn Order: Role Order, Variable Phase Order
142379;Escape Plan;1;5;2019;120;142379.jpg;Adventure, Exploration;Area Movement, Enclosure, Hexagon Grid, Modular Board, Open Drafting, Tile Placement
9674;Ingenious;1;4;2004;45;009674.jpg;Abstract Strategy;Hand Management, Highest-Lowest Scoring, Pattern Building, Team-Based Game, Tile Placement
6249;Alhambra;2;6;2003;60;006249.jpg;City Building, Medieval;Hand Management, Memory, Open Drafting, Set Collection, Tile Placement
252328;Star Wars: X-Wing (Second Edition);2;2;2018;45;252328.jpg;Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame;Action Queue, Critical Hits and Failures, Dice Rolling, Line of Sight, Movement Template, Player Elimination, Simultaneous Action Selection, Variable Player Powers
206941;First Class: All Aboard the Orient Express!;2;4;2016;80;206941.jpg;Card Game, Trains;Open Drafting, Set Collection, Variable Set-up
245961;Fleet: The Dice Game;1;4;2018;45;245961.jpg;Dice, Nautical;Dice Rolling, Paper-and-Pencil, Solo / Solitaire Game
31999;TZAAR;2;2;2007;60;031999.jpg;Abstract Strategy;Grid Movement, Map Reduction
171668;The Grizzled;2;5;2015;30;171668.png;Card Game, World War I;Communication Limits, Cooperative Game, Hand Management, Move Through Deck, Push Your Luck, Variable Player Powers
65781;London;2;4;2010;90;065781.jpg;City Building, Economic;Hand Management, Open Drafting
105551;Archipelago;2;5;2012;240;105551.jpg;Civilization, Economic, Exploration, Nautical, Negotiation, Renaissance;Area Majority / Influence, Auction/Bidding, Commodity Speculation, Grid Movement, Hexagon Grid, Map Addition, Market, Modular Board, Semi-Cooperative Game, Tile Placement, Trading, Traitor Game, Worker Placement
221965;The Fox in the Forest;2;2;2017;30;221965.jpg;Animals, Card Game, Fantasy;Hand Management, Trick-taking
286751;Zombicide: 2nd Edition;1;6;2021;60;286751.jpg;Fighting, Horror, Miniatures, Zombies;Action Points, Cooperative Game, Dice Rolling, Modular Board, Multiple Maps, Scenario / Mission / Campaign Game, Variable Player Powers
125618;Libertalia;2;6;2012;60;125618.jpg;Card Game, Pirates;Action Queue, Hand Management, Selection Order Bid, Set Collection, Simultaneous Action Selection, Take That, Turn Order: Role Order, Variable Phase Order
379078;Expeditions;1;5;2023;90;379078.jpg;Exploration;Action Retrieval, Deck, Bag, and Pool Building, Grid Movement, Hand Management, Melding and Splaying, Modular Board, Multi-Use Cards, Solo / Solitaire Game, Variable Player Powers, Variable Set-up, Victory Points as a Resource, Worker Placement, Worker Placement, Different Worker Types
